Order_ID,Customer_ID,Order_Date,Revenue,Profit,Product_Category,Product_Name,Region,Customer_Name,Segment,Join_Date
ORD-10904,CUST-5541,2023-04-24,94653.42,12621.05,Technology,Desktop,South,Amit Kumar,Corporate,2023-03-21
ORD-10012,CUST-5012,2023-04-25,30282.34,4643.06,Technology,Desktop,North,Aarav Kulkarni,Corporate,2023-02-08
ORD-10960,CUST-5090,2023-04-25,16844.01,1874.56,Technology,Printer,East,Tanvi Iyer,Consumer,2022-07-02
ORD-11453,CUST-5885,2023-04-25,46049.61,7172.34,Technology,Desktop,South,Karan Das,Corporate,2023-02-25
ORD-10306,CUST-5200,2023-04-26,9917.32,1818.08,Technology,Monitor,West,Nikhil Anvekar,Consumer,2023-02-23
ORD-10699,CUST-5416,2023-04-26,1127.4,285.3,Accessories,Keyboard,South,Ajay Kulkarni,Consumer,2022-12-26
ORD-10783,CUST-5467,2023-04-26,26872.56,4488.98,Technology,Phone,South,Pallavi Verma,Consumer,2023-03-19
ORD-10132,CUST-5066,2023-04-27,42128.72,7397.3,Technology,Tablet,East,Shruti More,Consumer,2023-01-28
ORD-10405,CUST-5255,2023-04-27,53649.48,7143.05,Technology,Desktop,North,Swati Patil,Corporate,2023-01-14
ORD-10415,CUST-5232,2023-04-27,367.78,99.78,Accessories,Mouse,West,Vishal Singh,Corporate,2023-04-02
ORD-11082,CUST-5651,2023-04-27,22075.81,3878.58,Technology,Tablet,South,Arun Chopra,Consumer,2023-03-12
ORD-11183,CUST-5722,2023-04-27,40375.69,7481.39,Technology,Phone,South,Meera Verma,Corporate,2023-04-21
ORD-10107,CUST-5044,2023-04-28,22275.26,4633.03,Technology,Phone,North,Amit Kulkarni,Consumer,2022-12-07
ORD-11105,CUST-5667,2023-04-28,8526.43,1632.51,Accessories,Webcam,North,Rakesh Naik,Corporate,2023-03-12
ORD-10030,CUST-5030,2023-04-29,1599.22,489.91,Accessories,Charger,East,Manisha Iyer,Corporate,2023-01-03
ORD-10039,CUST-5039,2023-04-29,1261.72,369.09,Accessories,Mouse,South,Sanjay Jain,Corporate,2023-01-20
ORD-11339,CUST-5815,2023-04-30,47173.47,6724.21,Technology,Desktop,East,Sneha Kumar,Corporate,2022-11-19
ORD-11438,CUST-5459,2023-04-30,46914.85,8066.61,Technology,Phone,East,Rajesh Desai,Corporate,2023-04-05
ORD-10816,CUST-5485,2023-05-01,2558.76,531.01,Accessories,Headphones,East,Rohit Naik,Consumer,2022-08-03
ORD-10835,CUST-5079,2023-05-01,27130.4,4589.26,Technology,Tablet,North,Arjun Anvekar,Consumer,2023-01-25
ORD-10977,CUST-5588,2023-05-01,26770.83,3488.76,Technology,Monitor,East,Tanvi Bose,Consumer,2022-08-29
ORD-11386,CUST-5843,2023-05-01,32944.91,4949.49,Technology,Monitor,North,Vishal Joshi,Consumer,2023-02-18
ORD-10075,CUST-5061,2023-05-02,64410.65,10141.1,Technology,Desktop,North,Sneha Gupta,Consumer,2022-11-22
ORD-10464,CUST-5289,2023-05-02,77726.22,11908.85,Technology,Desktop,West,Swati Joshi,Consumer,2023-03-04
ORD-10834,CUST-5497,2023-05-02,1043.9,265.47,Accessories,Keyboard,West,Simran Bose,Consumer,2022-11-28
ORD-10893,CUST-5534,2023-05-02,16791.01,2380.94,Technology,Monitor,North,Varun Mishra,Corporate,2023-04-13
ORD-11452,CUST-5780,2023-05-03,2865.56,811.77,Accessories,Mouse,South,Simran Trivedi,Consumer,2023-01-21
ORD-10848,CUST-5483,2023-05-04,127743.25,15988.57,Technology,Laptop,South,Simran Gupta,Corporate,2023-03-24
ORD-10653,CUST-5391,2023-05-05,28337.59,4482.15,Technology,Tablet,South,Vikram Mishra,Consumer,2022-12-10
ORD-10866,CUST-5512,2023-05-05,61448.05,9557.71,Technology,Desktop,South,Sneha More,Corporate,2022-11-11
ORD-10757,CUST-5451,2023-05-06,4488.0,1010.07,Accessories,Headphones,East,Tanvi Reddy,Consumer,2022-10-29
ORD-11179,CUST-5719,2023-05-06,52534.81,8003.77,Technology,Tablet,South,Nisha Iyer,Consumer,2022-11-18
ORD-10397,CUST-5250,2023-05-07,10057.87,1425.32,Technology,Printer,South,Priya Verma,Corporate,2022-12-17
ORD-11140,CUST-5608,2023-05-07,15203.61,2449.84,Technology,Tablet,East,Manoj Gupta,Consumer,2022-11-19
ORD-11313,CUST-5798,2023-05-07,52960.94,5118.04,Technology,Laptop,West,Pallavi Nair,Consumer,2023-03-19
ORD-11396,CUST-5412,2023-05-07,2383.12,665.15,Accessories,USB Hub,North,Girish Patil,Consumer,2023-01-19
ORD-10183,CUST-5129,2023-05-08,60464.23,8832.87,Technology,Laptop,South,Pooja Shetty,Corporate,2022-12-26
ORD-10827,CUST-5334,2023-05-08,6138.16,738.66,Technology,Printer,East,Divya More,Corporate,2023-01-13
ORD-10094,CUST-5072,2023-05-10,13692.41,3319.74,Accessories,Headphones,West,Manoj Shah,Corporate,2023-01-01
ORD-10362,CUST-5232,2023-05-10,109373.7,19263.29,Technology,Phone,West,Vishal Singh,Corporate,2023-04-29
ORD-10695,CUST-5415,2023-05-10,22379.86,3888.48,Technology,Tablet,East,Meera Singh,Consumer,2023-01-31
ORD-10871,CUST-5067,2023-05-11,1572.56,324.96,Accessories,Webcam,North,Vishal Shetty,Consumer,2023-04-25
ORD-10990,CUST-5595,2023-05-11,27257.01,4618.8,Technology,Monitor,South,Girish Mishra,Consumer,2023-03-05
ORD-11004,CUST-5607,2023-05-11,7125.07,1710.81,Accessories,Earbuds,South,Swati Mehta,Consumer,2023-02-16
ORD-11168,CUST-5710,2023-05-11,62326.25,9541.45,Technology,Phone,East,Vishal Chopra,Corporate,2022-12-29
ORD-11293,CUST-5327,2023-05-12,69609.41,7705.44,Technology,Desktop,West,Sonali Reddy,Consumer,2022-11-21
ORD-11330,CUST-5712,2023-05-12,63964.4,9942.52,Technology,Tablet,East,Suresh Kumar,Corporate,2023-02-08
ORD-10787,CUST-5470,2023-05-13,91429.72,15266.68,Technology,Phone,South,Ritu Verma,Corporate,2023-02-11
ORD-10296,CUST-5196,2023-05-16,2580.55,634.72,Accessories,Headphones,South,Amit Malhotra,Consumer,2022-08-09
ORD-10690,CUST-5413,2023-05-16,72951.1,8118.65,Technology,Desktop,South,Tanvi Anvekar,Consumer,2023-01-14
ORD-11033,CUST-5622,2023-05-16,2397.52,545.78,Accessories,Headphones,East,Manoj Shah,Consumer,2023-03-13
ORD-10301,CUST-5198,2023-05-17,7857.06,1035.8,Technology,Printer,North,Rohit Kumar,Consumer,2022-11-07
ORD-10664,CUST-5397,2023-05-17,1341.15,451.51,Accessories,Charger,West,Preeti Mishra,Consumer,2023-04-21
ORD-10857,CUST-5507,2023-05-17,56441.43,8480.71,Technology,Phone,North,Deepak Kumar,Consumer,2022-01-28
ORD-10452,CUST-5185,2023-05-18,5587.12,1070.07,Accessories,Webcam,East,Kavya Reddy,Corporate,2022-11-25
ORD-10573,CUST-5245,2023-05-18,6041.73,1162.66,Accessories,Webcam,West,Sonali Pillai,Consumer,2023-01-09
ORD-10626,CUST-5374,2023-05-18,22511.7,4571.98,Technology,Phone,North,Preeti Naik,Consumer,2023-05-15
ORD-11354,CUST-5484,2023-05-18,8099.06,1777.41,Technology,Router,East,Manisha Reddy,Corporate,2023-04-29
ORD-10510,CUST-5228,2023-05-19,1216.79,396.0,Accessories,Charger,East,Rakesh Bose,Consumer,2023-05-05
ORD-11475,CUST-5900,2023-05-19,4839.15,872.15,Accessories,Webcam,South,Divya Kulkarni,Corporate,2023-03-21
ORD-11150,CUST-5508,2023-05-20,1748.83,538.73,Accessories,Charger,South,Vikram Mishra,Consumer,2023-03-23
ORD-10010,CUST-5010,2023-05-22,2205.2,389.39,Technology,Router,South,Sonali Chopra,Corporate,2023-01-11
ORD-10203,CUST-5138,2023-05-22,16776.34,2847.51,Technology,Monitor,South,Arun Desai,Consumer,2022-03-09
ORD-10404,CUST-5219,2023-05-22,62936.17,9042.14,Technology,Laptop,North,Ritu Desai,Consumer,2023-02-19
ORD-10287,CUST-5192,2023-05-23,2131.38,455.18,Accessories,Earbuds,South,Sonali Desai,Consumer,2022-08-08
ORD-10704,CUST-5419,2023-05-23,52661.62,6239.18,Technology,Laptop,West,Arun Hegde,Consumer,2022-12-23
ORD-11146,CUST-5695,2023-05-24,3068.81,738.76,Accessories,Earbuds,East,Simran Sharma,Corporate,2022-12-17
ORD-11394,CUST-5850,2023-05-24,3178.18,725.66,Technology,Router,East,Anjali Joshi,Corporate,2022-08-04
ORD-10148,CUST-5108,2023-05-25,18969.6,2343.08,Technology,Printer,East,Rakesh More,Consumer,2023-02-24
ORD-11284,CUST-5782,2023-05-25,3892.76,769.35,Accessories,Webcam,East,Karan Kulkarni,Consumer,2022-10-27
ORD-10009,CUST-5009,2023-05-27,20876.26,2416.73,Technology,Printer,South,Deepak Joshi,Corporate,2023-03-20
ORD-11384,CUST-5842,2023-05-27,3045.89,590.31,Technology,Router,West,Manoj Anvekar,Consumer,2022-12-15
ORD-10367,CUST-5104,2023-05-28,13034.4,1612.98,Technology,Printer,South,Ananya Pillai,Consumer,2022-12-20
ORD-10640,CUST-5383,2023-05-29,2303.87,617.07,Accessories,Keyboard,South,Arjun Shah,Corporate,2023-01-13
ORD-10760,CUST-5143,2023-05-29,15745.09,1865.64,Technology,Printer,West,Karan Sharma,Corporate,2023-03-24
ORD-10207,CUST-5141,2023-05-30,6580.59,1022.89,Technology,Printer,South,Nikhil Mehta,Consumer,2023-03-16
ORD-11256,CUST-5630,2023-05-31,106091.43,13728.26,Technology,Desktop,South,Arun Gupta,Corporate,2022-08-27
ORD-10033,CUST-5033,2023-06-01,29586.06,5798.43,Technology,Tablet,North,Meera Mishra,Consumer,2023-02-10
ORD-10344,CUST-5219,2023-06-01,100821.15,14194.49,Technology,Laptop,North,Ritu Desai,Consumer,2023-02-19
ORD-10802,CUST-5238,2023-06-01,25591.69,5224.41,Technology,Phone,East,Varun Shah,Corporate,2023-06-01
ORD-10678,CUST-5303,2023-06-02,10222.45,1762.39,Accessories,Webcam,North,Manisha Iyer,Corporate,2023-01-06
ORD-10972,CUST-5445,2023-06-02,40925.07,4793.48,Technology,Desktop,South,Pooja Trivedi,Consumer,2022-11-10
ORD-11498,CUST-5914,2023-06-02,56144.04,11175.15,Technology,Phone,North,Arun Sharma,Corporate,2023-03-09
ORD-10364,CUST-5234,2023-06-03,30518.11,5734.04,Technology,Monitor,South,Aarav Hegde,Corporate,2022-09-26
ORD-10497,CUST-5075,2023-06-03,31371.96,5646.2,Technology,Phone,South,Nikhil Nair,Corporate,2022-05-22
ORD-10753,CUST-5447,2023-06-03,8914.17,1763.66,Technology,Router,South,Rajesh Kulkarni,Corporate,2023-04-14
ORD-11041,CUST-5436,2023-06-03,812.66,275.54,Accessories,Charger,East,Karan Sharma,Consumer,2022-06-29
ORD-10322,CUST-5207,2023-06-04,1974.69,475.48,Accessories,Keyboard,West,Sonali Bose,Corporate,2023-06-02
ORD-10751,CUST-5446,2023-06-04,2822.04,666.35,Accessories,Earbuds,South,Sneha Das,Consumer,2023-01-29
ORD-10781,CUST-5466,2023-06-04,17733.04,2241.45,Technology,Printer,West,Rajesh Das,Consumer,2023-03-14
ORD-10518,CUST-5010,2023-06-05,10394.5,1957.7,Technology,Monitor,South,Sonali Chopra,Corporate,2023-01-11
ORD-11309,CUST-5456,2023-06-05,2632.33,557.69,Accessories,Webcam,North,Rohit Naik,Consumer,2023-02-06
ORD-11375,CUST-5532,2023-06-05,7192.7,1668.02,Accessories,Earbuds,North,Ajay Singh,Corporate,2022-12-11
ORD-11092,CUST-5608,2023-06-06,15873.45,2513.47,Technology,Printer,East,Manoj Gupta,Consumer,2022-11-19
ORD-11099,CUST-5664,2023-06-06,4543.58,1007.63,Accessories,Keyboard,East,Suresh Pillai,Consumer,2023-04-11
ORD-11456,CUST-5887,2023-06-06,50636.87,5147.76,Technology,Laptop,East,Pooja Rao,Consumer,2023-03-23
ORD-10257,CUST-5163,2023-06-07,4839.84,946.15,Accessories,Headphones,West,Sonali Jain,Consumer,2023-02-02
ORD-10789,CUST-5472,2023-06-07,5518.28,1205.09,Technology,Router,North,Amit Shah,Corporate,2023-05-07
ORD-10095,CUST-5073,2023-06-08,7799.82,1484.41,Technology,Router,West,Tanvi Sawant,Consumer,2023-03-26
ORD-10527,CUST-5320,2023-06-08,725.79,185.43,Accessories,Mouse,South,Aarav Verma,Consumer,2023-03-04
ORD-10714,CUST-5426,2023-06-08,3420.38,765.56,Technology,Router,West,Arun Kumar,Corporate,2022-12-25
ORD-10003,CUST-5003,2023-06-09,2456.36,522.7,Accessories,Headphones,South,Aarav Shetty,Corporate,2023-04-14
ORD-11005,CUST-5608,2023-06-09,68019.1,11168.08,Technology,Phone,East,Manoj Gupta,Consumer,2022-11-19
ORD-11332,CUST-5809,2023-06-09,16486.0,2513.48,Technology,Monitor,West,Tanvi Shah,Consumer,2023-01-24
ORD-10410,CUST-5260,2023-06-10,104112.79,16883.44,Technology,Desktop,East,Manoj Gupta,Corporate,2022-02-17
ORD-11468,CUST-5895,2023-06-10,19658.16,3668.05,Technology,Monitor,West,Komal Chopra,Consumer,2023-03-05
ORD-10100,CUST-5077,2023-06-11,70839.37,11189.03,Technology,Tablet,North,Aarav Patil,Corporate,2023-05-23
ORD-11050,CUST-5629,2023-06-11,41714.43,3947.18,Technology,Laptop,East,Sneha Desai,Consumer,2023-06-03
ORD-10048,CUST-5048,2023-06-12,3926.26,817.68,Technology,Router,South,Vishal Pillai,Corporate,2023-02-10
ORD-10371,CUST-5236,2023-06-12,15135.91,1636.78,Technology,Printer,North,Pallavi Shetty,Consumer,2022-06-09
ORD-10524,CUST-5166,2023-06-12,1893.62,608.34,Accessories,Charger,East,Harish Kulkarni,Consumer,2023-01-01
ORD-11091,CUST-5567,2023-06-12,551.79,138.8,Accessories,Mouse,West,Neha Singh,Consumer,2023-03-19
ORD-11158,CUST-5701,2023-06-12,6127.57,1169.94,Technology,Router,South,Karan Malhotra,Corporate,2023-03-12
ORD-11279,CUST-5009,2023-06-12,36011.94,6992.76,Technology,Tablet,South,Deepak Joshi,Corporate,2023-03-20
ORD-11329,CUST-5734,2023-06-12,92037.86,13842.19,Technology,Desktop,East,Divya More,Corporate,2023-01-17
ORD-11409,CUST-5813,2023-06-14,9225.95,1927.28,Technology,Router,South,Nisha Nair,Corporate,2023-06-11
ORD-10032,CUST-5032,2023-06-15,61458.95,7173.02,Technology,Desktop,West,Swati Verma,Consumer,2023-02-21
ORD-10503,CUST-5313,2023-06-15,34952.99,5504.45,Technology,Tablet,South,Ritu Chopra,Corporate,2023-02-03
ORD-11165,CUST-5707,2023-06-15,29834.15,4222.66,Technology,Monitor,North,Suresh Reddy,Consumer,2023-05-08
ORD-10968,CUST-5584,2023-06-17,90548.13,11541.71,Technology,Desktop,North,Sonali More,Corporate,2023-05-14
ORD-10302,CUST-5167,2023-06-18,88386.8,8757.58,Technology,Laptop,North,Tanvi Gupta,Consumer,2023-02-25
ORD-10868,CUST-5514,2023-06-18,57697.61,8989.49,Technology,Phone,East,Arjun Desai,Consumer,2023-06-05
ORD-11213,CUST-5292,2023-06-19,34465.43,5287.62,Technology,Tablet,South,Nikhil Patel,Consumer,2023-04-29
ORD-10022,CUST-5022,2023-06-20,38893.57,5214.17,Technology,Desktop,East,Manisha Mehta,Consumer,2022-12-06
ORD-10694,CUST-5234,2023-06-20,123146.59,13190.82,Technology,Laptop,South,Aarav Hegde,Corporate,2022-09-26
ORD-11480,CUST-5902,2023-06-20,11132.72,1413.14,Technology,Printer,East,Suresh Das,Consumer,2023-06-06
ORD-10919,CUST-5549,2023-06-21,92781.5,15713.55,Technology,Phone,East,Vikram Nair,Corporate,2023-06-09
ORD-11133,CUST-5516,2023-06-21,1629.05,371.87,Accessories,Earbuds,South,Nisha Patel,Corporate,2022-05-23
ORD-10284,CUST-5074,2023-06-22,1959.29,619.05,Accessories,USB Hub,South,Ananya More,Consumer,2023-01-05
ORD-11215,CUST-5521,2023-06-22,82069.54,14968.65,Technology,Phone,East,Meera Verma,Consumer,2023-05-29
ORD-10383,CUST-5243,2023-06-24,1400.0,389.55,Accessories,Mouse,North,Girish Anvekar,Corporate,2023-01-06
ORD-11496,CUST-5913,2023-06-24,39920.68,7696.65,Technology,Tablet,West,Deepak Mishra,Corporate,2022-10-26
ORD-10137,CUST-5042,2023-06-25,1754.47,546.3,Accessories,USB Hub,West,Manoj Kulkarni,Corporate,2022-12-13
ORD-10675,CUST-5405,2023-06-25,39145.44,7334.79,Technology,Tablet,South,Sneha Reddy,Consumer,2023-03-29
ORD-11128,CUST-5681,2023-06-25,43234.13,6799.81,Technology,Tablet,North,Shruti Shah,Consumer,2023-05-03
ORD-11317,CUST-5800,2023-06-26,39984.8,7564.57,Technology,Phone,North,Pooja Shah,Consumer,2023-05-21
ORD-10340,CUST-5215,2023-06-27,16586.12,2890.73,Technology,Monitor,South,Shruti Bose,Consumer,2022-12-27
ORD-10420,CUST-5266,2023-06-27,21914.47,3352.08,Technology,Printer,West,Varun Shetty,Corporate,2023-05-25
ORD-11143,CUST-5692,2023-06-27,47175.21,6998.47,Technology,Tablet,North,Rohit Patil,Consumer,2023-02-02
ORD-10882,CUST-5525,2023-06-28,56457.76,9055.21,Technology,Tablet,West,Preeti Verma,Corporate,2023-02-27
ORD-10084,CUST-5064,2023-06-29,109698.33,13261.36,Technology,Desktop,North,Ajay Trivedi,Corporate,2023-02-28
ORD-10430,CUST-5272,2023-07-01,1447.69,333.59,Accessories,Keyboard,West,Girish Jain,Corporate,2023-03-14
ORD-10589,CUST-5352,2023-07-02,43089.31,7820.31,Technology,Tablet,East,Anjali Kumar,Corporate,2022-09-21
ORD-10035,CUST-5035,2023-07-03,5656.92,1254.95,Accessories,Webcam,West,Nisha More,Consumer,2023-04-08
ORD-10584,CUST-5075,2023-07-03,2614.2,623.67,Accessories,Keyboard,South,Nikhil Nair,Corporate,2022-05-22
ORD-10888,CUST-5476,2023-07-03,30616.17,5174.07,Technology,Tablet,North,Rahul Patel,Consumer,2023-01-22
ORD-10908,CUST-5544,2023-07-03,4153.61,870.37,Accessories,Webcam,West,Anjali Shah,Corporate,2023-01-25
ORD-11261,CUST-5768,2023-07-03,30634.09,4299.09,Technology,Tablet,West,Sanjay Jain,Consumer,2023-06-30
ORD-11343,CUST-5818,2023-07-03,695.21,240.21,Accessories,Charger,South,Pooja Bose,Consumer,2023-06-16
ORD-10267,CUST-5140,2023-07-04,4070.24,1008.19,Accessories,Keyboard,West,Anjali Shetty,Consumer,2023-01-10
ORD-10388,CUST-5221,2023-07-04,2942.6,674.44,Accessories,Webcam,North,Pallavi Anvekar,Consumer,2022-09-11
ORD-10844,CUST-5224,2023-07-04,4191.66,808.66,Technology,Router,South,Pallavi Patil,Consumer,2022-08-12
ORD-11306,CUST-5794,2023-07-05,35465.69,5359.69,Technology,Phone,East,Pooja Reddy,Consumer,2023-01-12
ORD-10769,CUST-5189,2023-07-06,73447.83,11976.44,Technology,Desktop,South,Arun Kulkarni,Consumer,2022-11-01
ORD-11271,CUST-5093,2023-07-06,1261.36,362.76,Accessories,Mouse,East,Neha More,Corporate,2022-12-19
ORD-10021,CUST-5021,2023-07-07,92931.61,8784.18,Technology,Laptop,South,Rohit Nair,Consumer,2022-10-20
ORD-10614,CUST-5367,2023-07-07,12540.64,1901.76,Technology,Printer,North,Meera More,Corporate,2023-06-22
ORD-10946,CUST-5061,2023-07-07,850.21,258.58,Accessories,Mouse,North,Sneha Gupta,Consumer,2022-11-22
ORD-10433,CUST-5274,2023-07-08,10457.55,1700.24,Technology,Monitor,North,Ajay Mishra,Consumer,2023-02-24
ORD-11153,CUST-5496,2023-07-08,5842.21,1318.1,Accessories,Earbuds,West,Arun Naik,Consumer,2023-05-13
ORD-10216,CUST-5147,2023-07-09,30243.48,3417.95,Technology,Laptop,South,Neha Das,Consumer,2023-06-03
ORD-10681,CUST-5409,2023-07-09,15017.84,2277.05,Technology,Printer,West,Priya Malhotra,Consumer,2023-04-05
ORD-11487,CUST-5908,2023-07-10,10438.34,2061.53,Technology,Phone,West,Komal Mehta,Consumer,2023-06-13
ORD-10258,CUST-5174,2023-07-11,25087.89,3875.64,Technology,Monitor,East,Vishal Rao,Corporate,2023-04-02
ORD-10494,CUST-5133,2023-07-11,49214.74,7259.75,Technology,Laptop,North,Sanjay Shah,Consumer,2023-01-27
ORD-11007,CUST-5524,2023-07-11,1910.49,354.99,Technology,Router,East,Manoj Joshi,Consumer,2022-12-15
ORD-10417,CUST-5101,2023-07-12,2865.93,628.99,Accessories,Webcam,North,Suresh Patil,Corporate,2023-06-11
ORD-10901,CUST-5539,2023-07-12,37513.54,6315.04,Technology,Monitor,East,Manoj Joshi,Corporate,2023-03-12
ORD-11079,CUST-5650,2023-07-12,31790.34,5279.0,Technology,Monitor,East,Vishal Anvekar,Corporate,2022-10-19
ORD-11120,CUST-5675,2023-07-12,88561.17,12017.41,Technology,Laptop,West,Sneha Joshi,Consumer,2023-03-09
ORD-11274,CUST-5232,2023-07-12,52862.16,5693.04,Technology,Laptop,West,Vishal Singh,Corporate,2023-04-02
ORD-11443,CUST-5877,2023-07-12,30980.69,5089.4,Technology,Monitor,East,Nikhil Shetty,Corporate,2023-06-19
ORD-10489,CUST-5306,2023-07-14,46718.73,4883.2,Technology,Laptop,North,Harish Kumar,Consumer,2022-07-23
ORD-11413,CUST-5115,2023-07-14,22870.24,3742.24,Technology,Monitor,East,Ritu Hegde,Consumer,2023-02-22
ORD-10655,CUST-5392,2023-07-15,70779.45,10463.82,Technology,Desktop,East,Nikhil Anvekar,Consumer,2023-02-25
ORD-11080,CUST-5215,2023-07-15,2044.86,597.54,Accessories,USB Hub,South,Shruti Bose,Consumer,2022-12-27
ORD-10205,CUST-5124,2023-07-16,5992.98,1219.52,Accessories,Headphones,North,Sanjay Malhotra,Consumer,2023-04-28
ORD-11345,CUST-5820,2023-07-16,1503.46,375.5,Accessories,Earbuds,West,Komal Joshi,Consumer,2023-04-05
ORD-10830,CUST-5494,2023-07-17,81166.02,11339.4,Technology,Laptop,North,Tanvi Jain,Consumer,2023-04-15
ORD-10447,CUST-5130,2023-07-18,23112.34,3493.09,Technology,Printer,West,Ananya Das,Corporate,2022-07-23
ORD-10594,CUST-5356,2023-07-18,71752.82,8400.5,Technology,Desktop,West,Pallavi Bose,Corporate,2023-07-17
ORD-10597,CUST-5090,2023-07-18,44107.51,7442.99,Technology,Tablet,East,Tanvi Iyer,Consumer,2022-07-02
ORD-10669,CUST-5400,2023-07-18,1912.56,659.24,Accessories,Charger,West,Arjun Malhotra,Corporate,2023-06-19
ORD-11395,CUST-5851,2023-07-18,18507.43,3660.8,Technology,Tablet,South,Nisha Shah,Corporate,2023-04-09
ORD-10912,CUST-5409,2023-07-19,25750.09,4958.08,Technology,Phone,West,Priya Malhotra,Consumer,2023-04-05
ORD-10967,CUST-5583,2023-07-19,1042.88,289.77,Accessories,USB Hub,North,Shruti Patel,Consumer,2022-10-26
ORD-11056,CUST-5435,2023-07-19,32705.64,6434.11,Technology,Phone,South,Shruti Rao,Consumer,2023-05-10
ORD-10552,CUST-5336,2023-07-20,13162.21,1507.59,Technology,Printer,South,Harish Mishra,Consumer,2023-02-26
ORD-10878,CUST-5521,2023-07-20,86485.31,9556.03,Technology,Laptop,East,Meera Verma,Consumer,2023-05-29
ORD-10936,CUST-5481,2023-07-20,474.09,118.54,Accessories,Keyboard,South,Manisha Iyer,Consumer,2023-06-10
ORD-10969,CUST-5224,2023-07-20,1810.51,491.32,Accessories,Keyboard,South,Pallavi Patil,Consumer,2022-08-12
ORD-10454,CUST-5276,2023-07-21,6822.32,713.1,Technology,Printer,South,Aarav Mehta,Corporate,2022-10-11
ORD-10719,CUST-5428,2023-07-21,12979.15,1344.07,Technology,Printer,South,Divya Patel,Consumer,2023-06-23
ORD-10932,CUST-5557,2023-07-22,12513.85,1841.05,Technology,Monitor,South,Nisha Das,Consumer,2023-05-20
ORD-10945,CUST-5567,2023-07-22,38163.5,7589.28,Technology,Phone,West,Neha Singh,Consumer,2023-03-19
ORD-11441,CUST-5876,2023-07-22,11497.43,1449.92,Technology,Printer,North,Girish Anvekar,Consumer,2022-10-02
ORD-10061,CUST-5046,2023-07-23,23808.63,2727.78,Technology,Printer,East,Nisha Gupta,Corporate,2022-09-15
ORD-10501,CUST-5311,2023-07-23,19721.67,2178.7,Technology,Printer,South,Tanvi Mishra,Corporate,2023-06-29
ORD-10525,CUST-5153,2023-07-23,6097.56,1636.56,Accessories,Earbuds,South,Arun Rao,Corporate,2023-04-21
ORD-10730,CUST-5187,2023-07-23,33915.56,5231.72,Technology,Monitor,East,Anjali Sawant,Corporate,2022-07-06
ORD-10058,CUST-5016,2023-07-24,612.0,169.87,Accessories,USB Hub,South,Harish Mishra,Consumer,2022-11-02
ORD-10391,CUST-5137,2023-07-24,3836.92,1018.36,Accessories,Keyboard,West,Rakesh Bose,Consumer,2022-04-30
ORD-10399,CUST-5252,2023-07-24,4916.45,1091.95,Accessories,Earbuds,South,Nikhil Mehta,Corporate,2022-09-15
ORD-10555,CUST-5120,2023-07-24,84496.27,11927.99,Technology,Laptop,North,Ritu Gupta,Consumer,2023-07-05
ORD-10918,CUST-5245,2023-07-24,22793.92,2527.24,Technology,Desktop,West,Sonali Pillai,Consumer,2023-01-09
ORD-10321,CUST-5206,2023-07-25,2954.1,612.57,Technology,Router,South,Anjali Kumar,Consumer,2022-07-05
ORD-11155,CUST-5560,2023-07-25,35446.21,7002.24,Technology,Tablet,South,Manisha Jain,Consumer,2023-03-25
ORD-10803,CUST-5480,2023-07-26,3439.33,653.58,Technology,Router,South,Vishal Bose,Consumer,2023-05-11
ORD-10490,CUST-5118,2023-07-27,2757.21,541.52,Accessories,Headphones,East,Ananya Das,Corporate,2023-05-24
ORD-10575,CUST-5344,2023-07-27,69158.88,9640.51,Technology,Desktop,West,Pallavi Bose,Consumer,2023-06-04
ORD-10889,CUST-5531,2023-07-27,58353.77,6323.21,Technology,Laptop,East,Harish Reddy,Consumer,2023-04-11
ORD-11335,CUST-5811,2023-07-27,71822.43,12003.09,Technology,Desktop,East,Ajay Sawant,Corporate,2023-04-24
ORD-11472,CUST-5366,2023-07-27,960.85,244.02,Accessories,Mouse,South,Simran Trivedi,Consumer,2022-08-20
ORD-10235,CUST-5160,2023-07-28,67424.13,13540.65,Technology,Phone,South,Arun Mishra,Consumer,2023-04-29
ORD-10685,CUST-5364,2023-07-29,20863.51,3063.04,Technology,Tablet,North,Divya Reddy,Consumer,2023-04-21
ORD-10931,CUST-5145,2023-07-29,72567.56,10150.26,Technology,Laptop,East,Aarav Iyer,Consumer,2022-12-02
ORD-11248,CUST-5762,2023-07-29,791.46,258.23,Accessories,Charger,North,Ajay Anvekar,Consumer,2023-07-05
ORD-10323,CUST-5208,2023-07-30,3863.93,670.75,Accessories,Webcam,South,Aarav Kumar,Consumer,2023-03-16
ORD-10473,CUST-5297,2023-07-30,26650.73,3901.53,Technology,Tablet,East,Aarav Trivedi,Consumer,2023-02-19
ORD-10721,CUST-5309,2023-07-30,53605.36,5955.13,Technology,Laptop,South,Pooja Malhotra,Corporate,2022-12-03
ORD-10744,CUST-5346,2023-07-30,25422.94,4323.0,Technology,Monitor,East,Rahul Mishra,Consumer,2023-02-15
ORD-10842,CUST-5502,2023-07-30,18511.6,2494.87,Technology,Printer,West,Varun Patil,Consumer,2022-09-02
ORD-10929,CUST-5555,2023-07-30,21052.4,3117.59,Technology,Printer,North,Nikhil Shetty,Consumer,2023-03-13
ORD-10666,CUST-5398,2023-07-31,21904.54,3162.03,Technology,Monitor,South,Nikhil Chopra,Corporate,2023-06-24
